FFI_VglutCb_total_R3
ENSMUSG00000088037.1	0
ENSMUSG00000088039.1	0
ENSMUSG00000088040.1	0
ENSMUSG00000088041.1	0
ENSMUSG00000088043.1	0
ENSMUSG00000088044.1	0
ENSMUSG00000088045.1	0
ENSMUSG00000088046.1	0
ENSMUSG00000088047.1	0
ENSMUSG00000088048.1	0
ENSMUSG00000088049.1	0
ENSMUSG00000088050.1	0
ENSMUSG00000088051.1	0
ENSMUSG00000088052.1	0
ENSMUSG00000088054.1	0
ENSMUSG00000088055.1	0
ENSMUSG00000088056.1	0
ENSMUSG00000088057.1	0
ENSMUSG00000088058.1	0
ENSMUSG00000088059.1	0.52558
ENSMUSG00000088060.1	0
ENSMUSG00000088062.1	0
ENSMUSG00000088063.1	0
ENSMUSG00000088064.1	0
ENSMUSG00000088066.1	0
ENSMUSG00000088067.1	0
ENSMUSG00000088068.1	0
ENSMUSG00000088069.1	0
ENSMUSG00000088070.1	0
ENSMUSG00000088071.1	0
ENSMUSG00000088073.1	0
ENSMUSG00000088075.1	0
ENSMUSG00000088076.1	0
ENSMUSG00000088077.1	0
ENSMUSG00000088083.1	0
ENSMUSG00000088084.1	0
ENSMUSG00000088085.1	0
ENSMUSG00000088086.1	0
ENSMUSG00000088088.1	144.431632
ENSMUSG00000088090.1	0
ENSMUSG00000088091.1	0
ENSMUSG00000088093.1	0
ENSMUSG00000088094.1	0
ENSMUSG00000088095.1	0
ENSMUSG00000088096.1	0
ENSMUSG00000088097.1	0
ENSMUSG00000088098.1	0
ENSMUSG00000088099.1	0
ENSMUSG00000088102.1	0
ENSMUSG00000088103.1	0
ENSMUSG00000088104.1	0
ENSMUSG00000088105.1	0
ENSMUSG00000088106.1	0
ENSMUSG00000088108.1	0
ENSMUSG00000088111.1	0
ENSMUSG00000088112.1	0
ENSMUSG00000088113.1	0
ENSMUSG00000088114.1	0
ENSMUSG00000088115.1	0
ENSMUSG00000088116.1	0
ENSMUSG00000088118.1	0
ENSMUSG00000088119.1	0
ENSMUSG00000088121.1	0
ENSMUSG00000088122.2	0
ENSMUSG00000088123.1	0
ENSMUSG00000088124.1	0
ENSMUSG00000088125.1	0
ENSMUSG00000088126.1	0
ENSMUSG00000088128.1	0
ENSMUSG00000088132.1	0
ENSMUSG00000088133.1	0
ENSMUSG00000088134.1	0
ENSMUSG00000088135.1	0
ENSMUSG00000088136.1	0
ENSMUSG00000088138.1	0
ENSMUSG00000088139.2	0
ENSMUSG00000088141.1	0
ENSMUSG00000088143.1	0
ENSMUSG00000088144.1	0
ENSMUSG00000088145.1	0
ENSMUSG00000088146.1	0
ENSMUSG00000088147.1	0
ENSMUSG00000088148.1	0
ENSMUSG00000088149.1	0
ENSMUSG00000088150.1	0
ENSMUSG00000088151.1	0
ENSMUSG00000088152.1	0
ENSMUSG00000088153.1	0
ENSMUSG00000088154.1	0
ENSMUSG00000088155.1	0
ENSMUSG00000088156.1	0
ENSMUSG00000088157.1	0
ENSMUSG00000088158.1	0
ENSMUSG00000088159.1	0
ENSMUSG00000088160.1	0
ENSMUSG00000088161.1	0
ENSMUSG00000088162.1	0
ENSMUSG00000088164.1	0
ENSMUSG00000088165.1	0
ENSMUSG00000088166.1	0
ENSMUSG00000088167.1	0
ENSMUSG00000088168.1	0
ENSMUSG00000088169.1	0
ENSMUSG00000088170.1	0
ENSMUSG00000088171.1	0
ENSMUSG00000088172.1	0
ENSMUSG00000088175.1	0
ENSMUSG00000088176.1	0
ENSMUSG00000088177.1	0
ENSMUSG00000088179.1	0
ENSMUSG00000088180.1	0
ENSMUSG00000088181.1	0
ENSMUSG00000088182.1	0
ENSMUSG00000088183.1	0
ENSMUSG00000088184.1	0
ENSMUSG00000088185.1	0.572938
ENSMUSG00000088187.1	0
ENSMUSG00000088188.1	0
ENSMUSG00000088189.1	0
ENSMUSG00000088191.1	0
ENSMUSG00000088192.1	0
ENSMUSG00000088193.1	0
ENSMUSG00000088194.1	0
ENSMUSG00000088195.1	0
ENSMUSG00000088196.1	0
ENSMUSG00000088197.1	0
ENSMUSG00000088198.1	0
ENSMUSG00000088200.1	0
ENSMUSG00000088201.1	0
ENSMUSG00000088203.1	0
ENSMUSG00000088204.1	0
ENSMUSG00000088205.1	0
ENSMUSG00000088207.1	0
ENSMUSG00000088208.1	0
ENSMUSG00000088209.1	0
ENSMUSG00000088210.1	0
ENSMUSG00000088211.1	0
ENSMUSG00000088212.1	0
ENSMUSG00000088213.1	0
ENSMUSG00000088216.1	0
ENSMUSG00000088217.1	0
ENSMUSG00000088218.1	0
ENSMUSG00000088219.1	0
ENSMUSG00000088220.1	0
ENSMUSG00000088221.1	0
ENSMUSG00000088222.1	0
ENSMUSG00000088223.1	0
ENSMUSG00000088224.1	0
ENSMUSG00000088225.1	0
ENSMUSG00000088226.1	0.111435
ENSMUSG00000088227.1	0
ENSMUSG00000088228.1	0
ENSMUSG00000088229.1	0
ENSMUSG00000088230.1	0
ENSMUSG00000088231.1	0
ENSMUSG00000088232.1	0
ENSMUSG00000088233.1	0
ENSMUSG00000088234.1	0
ENSMUSG00000088236.1	0
ENSMUSG00000088237.1	0
ENSMUSG00000088239.1	0
ENSMUSG00000088240.1	0
ENSMUSG00000088241.1	0
ENSMUSG00000088242.1	0
ENSMUSG00000088243.1	0
ENSMUSG00000088244.1	0
ENSMUSG00000088245.1	0
ENSMUSG00000088246.1	0
ENSMUSG00000088248.1	0
ENSMUSG00000088249.1	0
ENSMUSG00000088250.1	0
ENSMUSG00000088252.1	2.325393
ENSMUSG00000088253.1	0
ENSMUSG00000088254.1	0
ENSMUSG00000088255.1	0
ENSMUSG00000088257.1	0
ENSMUSG00000088258.1	0
ENSMUSG00000088259.1	0
ENSMUSG00000088260.1	0
ENSMUSG00000088261.1	0
ENSMUSG00000088264.1	0
ENSMUSG00000088265.1	0
ENSMUSG00000088266.1	0
ENSMUSG00000088268.1	0
ENSMUSG00000088269.1	0
ENSMUSG00000088270.1	0
ENSMUSG00000088273.1	0
ENSMUSG00000088275.1	0
ENSMUSG00000088276.1	0
ENSMUSG00000088278.1	0
ENSMUSG00000088279.1	0
ENSMUSG00000088280.1	0
ENSMUSG00000088281.1	0
ENSMUSG00000088282.1	0
ENSMUSG00000088283.1	0
ENSMUSG00000088284.1	0
ENSMUSG00000088285.1	0
ENSMUSG00000088286.1	0
ENSMUSG00000088288.1	0
ENSMUSG00000088291.1	0
ENSMUSG00000088293.1	0
ENSMUSG00000088294.1	0
ENSMUSG00000088295.1	0
ENSMUSG00000088296.1	0
ENSMUSG00000088297.1	0
ENSMUSG00000088298.1	0
ENSMUSG00000088299.1	0
ENSMUSG00000088301.1	0
ENSMUSG00000088302.1	0
ENSMUSG00000088303.1	0
ENSMUSG00000088304.1	0
ENSMUSG00000088307.1	0
ENSMUSG00000088308.1	0
ENSMUSG00000088310.1	0
ENSMUSG00000088311.1	0
ENSMUSG00000088312.1	0
ENSMUSG00000088313.1	0
ENSMUSG00000088314.1	0
ENSMUSG00000088317.1	0
ENSMUSG00000088318.1	0
ENSMUSG00000088320.1	0
ENSMUSG00000088322.1	0
ENSMUSG00000088323.1	0
ENSMUSG00000088324.1	0
ENSMUSG00000088325.1	0
ENSMUSG00000088326.1	0
ENSMUSG00000088327.1	0
ENSMUSG00000088329.1	0
ENSMUSG00000088331.1	0
ENSMUSG00000088332.1	0
ENSMUSG00000088333.2	0
ENSMUSG00000088334.2	0
ENSMUSG00000088335.1	0
ENSMUSG00000088337.1	0
ENSMUSG00000088338.1	0
ENSMUSG00000088339.1	0
ENSMUSG00000088340.1	0
ENSMUSG00000088342.1	0
ENSMUSG00000088343.1	0
ENSMUSG00000088344.1	0
ENSMUSG00000088346.1	0
ENSMUSG00000088348.1	0
ENSMUSG00000088349.1	0
ENSMUSG00000088350.1	0
ENSMUSG00000088351.1	0
ENSMUSG00000088352.1	0
ENSMUSG00000088353.1	0
ENSMUSG00000088354.2	0
ENSMUSG00000088356.1	0
ENSMUSG00000088357.1	0
ENSMUSG00000088358.1	0
ENSMUSG00000088359.1	0
ENSMUSG00000088360.1	0
ENSMUSG00000088361.1	0
ENSMUSG00000088362.1	0
ENSMUSG00000088363.1	0
ENSMUSG00000088364.2	0
ENSMUSG00000088365.1	0
ENSMUSG00000088366.1	0
ENSMUSG00000088367.1	0
ENSMUSG00000088368.1	0
ENSMUSG00000088369.1	0
ENSMUSG00000088370.1	0
ENSMUSG00000088371.1	0
ENSMUSG00000088372.1	0
ENSMUSG00000088373.3	0
ENSMUSG00000088374.1	0
ENSMUSG00000088377.1	0
ENSMUSG00000088378.1	0
ENSMUSG00000088379.1	0
ENSMUSG00000088380.1	0
ENSMUSG00000088383.1	0
ENSMUSG00000088384.1	0
ENSMUSG00000088385.1	0
ENSMUSG00000088386.1	0
ENSMUSG00000088387.1	0
ENSMUSG00000088389.1	0
ENSMUSG00000088391.1	0
ENSMUSG00000088392.1	0
ENSMUSG00000088393.1	0
ENSMUSG00000088394.1	0
ENSMUSG00000088395.1	0
ENSMUSG00000088397.1	0
ENSMUSG00000088398.1	0
ENSMUSG00000088400.1	0
ENSMUSG00000088402.1	0
ENSMUSG00000088403.1	0
ENSMUSG00000088404.1	0
ENSMUSG00000088405.1	0
ENSMUSG00000088406.1	0
ENSMUSG00000088407.1	0
ENSMUSG00000088408.1	0
ENSMUSG00000088409.1	0
ENSMUSG00000088410.1	0
ENSMUSG00000088412.1	0
ENSMUSG00000088414.1	0
ENSMUSG00000088415.1	0
ENSMUSG00000088416.1	0
ENSMUSG00000088417.1	0
ENSMUSG00000088418.1	0
ENSMUSG00000088419.1	0
ENSMUSG00000088420.1	0
ENSMUSG00000088421.1	0
ENSMUSG00000088422.1	0
ENSMUSG00000088423.1	0
ENSMUSG00000088425.1	0
ENSMUSG00000088426.1	0
ENSMUSG00000088428.1	0
ENSMUSG00000088429.1	0
ENSMUSG00000088432.1	0
ENSMUSG00000088433.1	0
ENSMUSG00000088435.1	0
ENSMUSG00000088436.1	0
ENSMUSG00000088437.1	0
ENSMUSG00000088438.1	0
ENSMUSG00000088439.1	0
ENSMUSG00000088440.1	0
ENSMUSG00000088441.1	0
ENSMUSG00000088442.1	0
ENSMUSG00000088443.1	0
ENSMUSG00000088444.1	0
ENSMUSG00000088445.1	0
ENSMUSG00000088446.1	0
ENSMUSG00000088447.1	0
ENSMUSG00000088448.1	0
ENSMUSG00000088449.1	0
ENSMUSG00000088450.1	0
ENSMUSG00000088451.1	0
ENSMUSG00000088453.1	0
ENSMUSG00000088454.1	0
ENSMUSG00000088456.1	0
ENSMUSG00000088458.1	0
ENSMUSG00000088459.1	0
ENSMUSG00000088460.1	0
ENSMUSG00000088461.1	0
ENSMUSG00000088463.1	0
ENSMUSG00000088464.1	0
ENSMUSG00000088465.1	0
ENSMUSG00000088468.1	0
ENSMUSG00000088469.1	0
ENSMUSG00000088470.1	0
ENSMUSG00000088471.1	0
ENSMUSG00000088472.1	0
ENSMUSG00000088473.1	0
ENSMUSG00000088474.1	0
ENSMUSG00000088475.1	0
ENSMUSG00000088476.1	0
ENSMUSG00000088477.1	0
ENSMUSG00000088478.1	0
ENSMUSG00000088479.1	0
ENSMUSG00000088480.1	0
ENSMUSG00000088481.1	0
ENSMUSG00000088482.1	0
ENSMUSG00000088483.1	0
ENSMUSG00000088484.1	0
ENSMUSG00000088485.1	0
ENSMUSG00000088487.1	0
ENSMUSG00000088490.1	0
ENSMUSG00000088491.1	0
ENSMUSG00000088493.1	0
ENSMUSG00000088494.1	0
ENSMUSG00000088495.1	0
ENSMUSG00000088497.1	0
ENSMUSG00000088498.1	0
ENSMUSG00000088499.1	0
ENSMUSG00000088500.1	0
ENSMUSG00000088501.1	0
ENSMUSG00000088502.1	0
ENSMUSG00000088504.1	0
ENSMUSG00000088505.1	0
ENSMUSG00000088506.1	0
ENSMUSG00000088509.1	0
ENSMUSG00000088510.1	0
ENSMUSG00000088511.1	0
ENSMUSG00000088512.1	0
ENSMUSG00000088514.1	0
ENSMUSG00000088515.1	0
ENSMUSG00000088516.1	0
ENSMUSG00000088517.1	0
ENSMUSG00000088518.1	0
ENSMUSG00000088519.1	0
ENSMUSG00000088521.1	0
ENSMUSG00000088522.1	0
ENSMUSG00000088523.1	0
ENSMUSG00000088524.1	0
ENSMUSG00000088525.1	0
ENSMUSG00000088526.1	0
ENSMUSG00000088527.1	0
ENSMUSG00000088528.1	0
ENSMUSG00000088529.1	7.07843
ENSMUSG00000088530.1	0
ENSMUSG00000088532.1	0
ENSMUSG00000088533.1	0
ENSMUSG00000088535.1	0
ENSMUSG00000088536.1	0
ENSMUSG00000088537.1	0
ENSMUSG00000088538.1	0
ENSMUSG00000088539.1	0
ENSMUSG00000088541.1	0
ENSMUSG00000088542.1	0
ENSMUSG00000088543.1	0
ENSMUSG00000088544.1	0
ENSMUSG00000088545.1	0
ENSMUSG00000088546.1	0
ENSMUSG00000088547.1	0
ENSMUSG00000088548.1	0
ENSMUSG00000088549.1	0
ENSMUSG00000088550.1	0
ENSMUSG00000088551.1	0
ENSMUSG00000088552.1	0
ENSMUSG00000088553.1	0
ENSMUSG00000088554.1	0
ENSMUSG00000088555.1	0
ENSMUSG00000088558.1	0
ENSMUSG00000088559.1	0
ENSMUSG00000088562.2	0
ENSMUSG00000088563.1	0
ENSMUSG00000088564.1	0
ENSMUSG00000088565.1	0
ENSMUSG00000088566.1	0
ENSMUSG00000088570.1	0
ENSMUSG00000088571.1	0
ENSMUSG00000088572.1	0
ENSMUSG00000088573.1	0
ENSMUSG00000088574.1	0
ENSMUSG00000088575.1	0
ENSMUSG00000088576.1	0
ENSMUSG00000088577.1	0
ENSMUSG00000088578.1	0
ENSMUSG00000088579.1	0
ENSMUSG00000088580.1	0
ENSMUSG00000088581.1	0
ENSMUSG00000088582.1	0
ENSMUSG00000088583.1	0
ENSMUSG00000088585.1	0
ENSMUSG00000088587.1	0
ENSMUSG00000088589.1	0
ENSMUSG00000088591.1	0
ENSMUSG00000088594.1	0
ENSMUSG00000088595.1	24.535742
ENSMUSG00000088596.1	0
ENSMUSG00000088597.1	0
ENSMUSG00000088598.1	0
ENSMUSG00000088600.1	0
ENSMUSG00000088601.1	0
ENSMUSG00000088602.2	0
ENSMUSG00000088603.1	0
ENSMUSG00000088605.1	0
ENSMUSG00000088606.1	0
ENSMUSG00000088608.1	0
ENSMUSG00000088609.1	0
ENSMUSG00000088611.1	0
ENSMUSG00000088614.1	0
ENSMUSG00000088615.1	0
ENSMUSG00000088616.1	0
ENSMUSG00000088617.1	0
ENSMUSG00000088618.1	0
ENSMUSG00000088620.1	0
ENSMUSG00000088621.1	0
ENSMUSG00000088622.1	0
ENSMUSG00000088623.1	0
ENSMUSG00000088624.1	0
ENSMUSG00000088625.1	0
ENSMUSG00000088626.2	0
ENSMUSG00000088627.1	0
ENSMUSG00000088628.1	0
ENSMUSG00000088629.1	0
ENSMUSG00000088630.1	0
ENSMUSG00000088631.1	0
ENSMUSG00000088632.1	0
ENSMUSG00000088633.1	0
ENSMUSG00000088634.1	0
ENSMUSG00000088635.1	0
ENSMUSG00000088637.1	0
ENSMUSG00000088638.1	0
ENSMUSG00000088639.1	0
ENSMUSG00000088640.1	0
ENSMUSG00000088641.1	0
ENSMUSG00000088643.1	0
ENSMUSG00000088644.1	0
ENSMUSG00000088646.1	0
ENSMUSG00000088647.1	0
ENSMUSG00000088649.1	0
ENSMUSG00000088650.1	0
ENSMUSG00000088651.1	0
ENSMUSG00000088653.1	0
ENSMUSG00000088654.1	0
ENSMUSG00000088656.1	0
ENSMUSG00000088657.1	0
ENSMUSG00000088658.1	0
ENSMUSG00000088659.1	0
ENSMUSG00000088660.1	0
ENSMUSG00000088661.1	0
ENSMUSG00000088663.1	0
ENSMUSG00000088666.1	0
ENSMUSG00000088668.1	0
ENSMUSG00000088669.1	0
ENSMUSG00000088670.1	0
ENSMUSG00000088671.1	0
ENSMUSG00000088672.1	0
ENSMUSG00000088674.1	0
ENSMUSG00000088675.1	0
ENSMUSG00000088677.1	0
ENSMUSG00000088678.1	0
ENSMUSG00000088679.1	0
ENSMUSG00000088680.1	0
ENSMUSG00000088682.1	0
ENSMUSG00000088683.1	0
ENSMUSG00000088684.1	0
ENSMUSG00000088685.1	0
ENSMUSG00000088686.1	0
ENSMUSG00000088687.1	0
ENSMUSG00000088688.1	0
ENSMUSG00000088689.1	0
ENSMUSG00000088691.1	0
ENSMUSG00000088692.1	0
ENSMUSG00000088693.1	0
ENSMUSG00000088695.1	0
ENSMUSG00000088696.1	0
ENSMUSG00000088697.1	0
ENSMUSG00000088699.1	0
ENSMUSG00000088700.1	0
ENSMUSG00000088701.1	0
ENSMUSG00000088702.1	0
ENSMUSG00000088703.1	0
ENSMUSG00000088704.1	0
ENSMUSG00000088705.1	0
ENSMUSG00000088706.1	0
ENSMUSG00000088707.1	0
ENSMUSG00000088708.1	0
ENSMUSG00000088709.1	0
ENSMUSG00000088710.1	0
ENSMUSG00000088711.1	0
ENSMUSG00000088712.1	0
ENSMUSG00000088713.1	0
ENSMUSG00000088714.1	0
ENSMUSG00000088715.1	0
ENSMUSG00000088716.1	0
ENSMUSG00000088717.1	0
ENSMUSG00000088718.1	0
ENSMUSG00000088719.1	0
ENSMUSG00000088721.2	0
ENSMUSG00000088722.1	0
ENSMUSG00000088726.1	0
ENSMUSG00000088730.1	0
ENSMUSG00000088731.1	0
ENSMUSG00000088732.1	0
ENSMUSG00000088733.1	0
ENSMUSG00000088734.1	0
ENSMUSG00000088735.1	0
ENSMUSG00000088736.1	0
ENSMUSG00000088737.1	0
ENSMUSG00000088738.2	0
ENSMUSG00000088739.1	0
ENSMUSG00000088740.1	0
ENSMUSG00000088742.1	0
ENSMUSG00000088743.1	0
ENSMUSG00000088744.1	0
ENSMUSG00000088746.1	0
ENSMUSG00000088747.1	0
ENSMUSG00000088748.1	0
ENSMUSG00000088749.1	0
ENSMUSG00000088750.1	0
ENSMUSG00000088751.1	0
ENSMUSG00000088752.1	0
ENSMUSG00000088753.1	0
ENSMUSG00000088754.1	0
ENSMUSG00000088756.1	0
ENSMUSG00000088758.1	0
ENSMUSG00000088760.1	0
ENSMUSG00000088761.1	0
ENSMUSG00000088763.1	0
ENSMUSG00000088764.1	0
ENSMUSG00000088766.1	0
ENSMUSG00000088767.1	0
ENSMUSG00000088768.1	0
ENSMUSG00000088769.1	0
ENSMUSG00000088772.1	0
ENSMUSG00000088773.1	0
ENSMUSG00000088774.1	0
ENSMUSG00000088775.1	0
ENSMUSG00000088776.1	0
ENSMUSG00000088777.1	0
ENSMUSG00000088779.1	0
ENSMUSG00000088781.1	0
ENSMUSG00000088782.1	0
ENSMUSG00000088783.1	0
ENSMUSG00000088784.1	0
ENSMUSG00000088786.1	0
ENSMUSG00000088787.1	0
ENSMUSG00000088789.1	1.134228
ENSMUSG00000088790.1	0
ENSMUSG00000088791.1	0
ENSMUSG00000088792.1	0
ENSMUSG00000088793.1	0
ENSMUSG00000088794.1	0
ENSMUSG00000088796.1	0
ENSMUSG00000088797.1	0
ENSMUSG00000088798.1	0
ENSMUSG00000088799.1	0
ENSMUSG00000088800.1	0
ENSMUSG00000088802.1	0
ENSMUSG00000088803.1	0
ENSMUSG00000088804.1	0
ENSMUSG00000088808.1	0
ENSMUSG00000088809.1	0
ENSMUSG00000088810.1	0
ENSMUSG00000088811.1	0
ENSMUSG00000088812.1	0
ENSMUSG00000088813.1	0
ENSMUSG00000088814.1	0
ENSMUSG00000088816.1	0
ENSMUSG00000088817.1	0
ENSMUSG00000088818.1	0
ENSMUSG00000088819.1	0
ENSMUSG00000088820.1	0
ENSMUSG00000088822.1	0
ENSMUSG00000088823.1	0
ENSMUSG00000088824.1	0
ENSMUSG00000088825.1	0
ENSMUSG00000088829.1	0
ENSMUSG00000088830.1	0
ENSMUSG00000088832.1	0
ENSMUSG00000088833.1	0
ENSMUSG00000088835.1	2.142877
ENSMUSG00000088836.1	0
ENSMUSG00000088839.2	0
ENSMUSG00000088840.1	0
ENSMUSG00000088842.1	0
ENSMUSG00000088843.1	0
ENSMUSG00000088845.1	0
ENSMUSG00000088846.1	0
ENSMUSG00000088848.1	0
ENSMUSG00000088849.1	0
ENSMUSG00000088850.1	0
ENSMUSG00000088851.1	0
ENSMUSG00000088852.1	0
ENSMUSG00000088853.1	0
ENSMUSG00000088854.1	0
ENSMUSG00000088855.1	0
ENSMUSG00000088856.1	4.624618
ENSMUSG00000088857.1	0
ENSMUSG00000088858.1	0
ENSMUSG00000088860.1	0
ENSMUSG00000088861.1	0
ENSMUSG00000088862.1	0
ENSMUSG00000088863.1	0
ENSMUSG00000088864.1	0
ENSMUSG00000088865.1	0
ENSMUSG00000088867.1	0
ENSMUSG00000088868.1	0
ENSMUSG00000088870.1	0
ENSMUSG00000088872.1	0
ENSMUSG00000088873.1	0
ENSMUSG00000088874.1	0
ENSMUSG00000088875.1	0
ENSMUSG00000088876.1	0
ENSMUSG00000088877.1	0
ENSMUSG00000088878.1	0
ENSMUSG00000088879.1	0
ENSMUSG00000088880.1	0
ENSMUSG00000088883.1	0
ENSMUSG00000088884.1	0
ENSMUSG00000088885.1	0
ENSMUSG00000088888.1	0
ENSMUSG00000088889.1	0
ENSMUSG00000088890.1	0
ENSMUSG00000088891.1	0
ENSMUSG00000088892.1	0
ENSMUSG00000088894.1	0
ENSMUSG00000088895.1	0
ENSMUSG00000088896.1	0
ENSMUSG00000088897.1	0
ENSMUSG00000088898.1	0
ENSMUSG00000088900.1	0
ENSMUSG00000088901.1	0
ENSMUSG00000088902.1	0
ENSMUSG00000088903.1	0
ENSMUSG00000088904.1	0
ENSMUSG00000088905.1	0
ENSMUSG00000088906.1	0
ENSMUSG00000088907.1	0
ENSMUSG00000088908.1	0
ENSMUSG00000088909.1	0
ENSMUSG00000088910.1	0
ENSMUSG00000088911.1	0
ENSMUSG00000088913.1	0
ENSMUSG00000088914.1	0
ENSMUSG00000088915.1	0
ENSMUSG00000088916.1	0
ENSMUSG00000088918.1	0
ENSMUSG00000088920.1	0
ENSMUSG00000088922.1	0
ENSMUSG00000088923.1	0
ENSMUSG00000088924.1	0
ENSMUSG00000088925.1	0
ENSMUSG00000088926.1	0
ENSMUSG00000088928.1	0
ENSMUSG00000088929.1	0
ENSMUSG00000088930.1	0
ENSMUSG00000088932.1	0
ENSMUSG00000088933.1	0
ENSMUSG00000088935.1	0
ENSMUSG00000088937.1	0
ENSMUSG00000088938.1	0
ENSMUSG00000088939.1	0
ENSMUSG00000088940.1	0
ENSMUSG00000088941.1	0
ENSMUSG00000088942.1	0
ENSMUSG00000088943.1	0
ENSMUSG00000088944.1	0
ENSMUSG00000088947.1	0
ENSMUSG00000088948.1	3.293002
ENSMUSG00000088949.1	0
ENSMUSG00000088950.1	0
ENSMUSG00000088951.1	0
ENSMUSG00000088953.1	0
ENSMUSG00000088954.1	0
ENSMUSG00000088955.1	0
ENSMUSG00000088956.1	0
ENSMUSG00000088957.1	0
ENSMUSG00000088958.1	0
ENSMUSG00000088959.1	0
ENSMUSG00000088960.1	0
ENSMUSG00000088961.1	0
ENSMUSG00000088964.1	0
ENSMUSG00000088966.1	0
ENSMUSG00000088969.1	0
ENSMUSG00000088970.1	0
ENSMUSG00000088971.1	0
ENSMUSG00000088972.2	0
ENSMUSG00000088973.1	0
ENSMUSG00000088975.1	0
ENSMUSG00000088976.1	0
ENSMUSG00000088978.1	0
ENSMUSG00000088979.1	0
ENSMUSG00000088980.1	0
ENSMUSG00000088981.1	0
ENSMUSG00000088982.1	0
ENSMUSG00000088983.1	0
ENSMUSG00000088984.1	0
ENSMUSG00000088985.1	0
ENSMUSG00000088986.1	0
ENSMUSG00000088987.1	0
ENSMUSG00000088988.1	0
ENSMUSG00000088989.1	0
ENSMUSG00000088990.1	2.661737
ENSMUSG00000088991.1	0
ENSMUSG00000088992.1	0
ENSMUSG00000088993.1	0
ENSMUSG00000088994.1	0
ENSMUSG00000088995.1	0
ENSMUSG00000088996.2	0
ENSMUSG00000088997.1	0
ENSMUSG00000088999.1	0
ENSMUSG00000089000.1	0
ENSMUSG00000089001.1	0
ENSMUSG00000089002.1	0
ENSMUSG00000089003.1	0
ENSMUSG00000089004.1	0
ENSMUSG00000089005.1	0
ENSMUSG00000089007.1	0
ENSMUSG00000089008.1	0
ENSMUSG00000089009.1	0
ENSMUSG00000089011.1	0
ENSMUSG00000089014.1	0
ENSMUSG00000089015.1	0
ENSMUSG00000089016.1	0
ENSMUSG00000089017.1	0
ENSMUSG00000089018.1	0
ENSMUSG00000089019.1	0
ENSMUSG00000089021.1	0
ENSMUSG00000089023.1	0
ENSMUSG00000089024.1	0
ENSMUSG00000089025.1	0
ENSMUSG00000089026.2	0
ENSMUSG00000089027.1	0
ENSMUSG00000089028.1	0
ENSMUSG00000089029.1	0
ENSMUSG00000089030.1	0
ENSMUSG00000089033.1	0
ENSMUSG00000089034.1	0
ENSMUSG00000089035.1	0
ENSMUSG00000089036.1	0
ENSMUSG00000089037.1	0
ENSMUSG00000089038.1	0
ENSMUSG00000089039.1	0
ENSMUSG00000089040.1	0
ENSMUSG00000089041.1	0
ENSMUSG00000089043.1	0
ENSMUSG00000089044.1	0
ENSMUSG00000089045.1	0
ENSMUSG00000089046.1	0
ENSMUSG00000089047.1	0
ENSMUSG00000089048.1	0
ENSMUSG00000089049.1	0
ENSMUSG00000089050.1	0
ENSMUSG00000089051.1	0
ENSMUSG00000089052.1	0
ENSMUSG00000089053.1	0
ENSMUSG00000089054.1	0
ENSMUSG00000089055.1	0
ENSMUSG00000089057.1	0
ENSMUSG00000089060.1	0
ENSMUSG00000089061.1	0
ENSMUSG00000089062.1	0
ENSMUSG00000089065.1	0
ENSMUSG00000089066.1	0
ENSMUSG00000089068.1	0
ENSMUSG00000089069.1	0
ENSMUSG00000089070.1	0
ENSMUSG00000089071.1	0
ENSMUSG00000089072.1	0
ENSMUSG00000089073.1	0
ENSMUSG00000089074.1	0
ENSMUSG00000089075.1	0
ENSMUSG00000089077.1	0
ENSMUSG00000089078.1	0
ENSMUSG00000089079.1	0
ENSMUSG00000089080.1	0
ENSMUSG00000089081.1	0
ENSMUSG00000089082.1	0
ENSMUSG00000089083.1	0
ENSMUSG00000089084.1	0
ENSMUSG00000089085.1	0
ENSMUSG00000089087.1	0
ENSMUSG00000089088.1	0
ENSMUSG00000089090.1	0
ENSMUSG00000089091.1	0
ENSMUSG00000089092.1	0
ENSMUSG00000089093.3	0
ENSMUSG00000089094.1	0
ENSMUSG00000089095.1	0
ENSMUSG00000089096.1	0
ENSMUSG00000089097.1	0
ENSMUSG00000089098.1	0
ENSMUSG00000089102.1	0
ENSMUSG00000089103.1	0
ENSMUSG00000089105.1	0
ENSMUSG00000089106.1	0
ENSMUSG00000089107.1	0
ENSMUSG00000089109.1	0
ENSMUSG00000089111.1	0
ENSMUSG00000089113.1	0
ENSMUSG00000089114.1	0
ENSMUSG00000089115.1	0
ENSMUSG00000089116.1	0
ENSMUSG00000089117.1	0
ENSMUSG00000089118.1	0
ENSMUSG00000089119.1	0
ENSMUSG00000089120.1	0
ENSMUSG00000089123.1	0
ENSMUSG00000089124.1	0
ENSMUSG00000089125.1	0
ENSMUSG00000089127.1	0
ENSMUSG00000089128.1	0
ENSMUSG00000089129.1	0
ENSMUSG00000089130.1	0
ENSMUSG00000089131.1	0
ENSMUSG00000089132.1	0
ENSMUSG00000089133.1	0
ENSMUSG00000089134.1	0
ENSMUSG00000089136.1	0
ENSMUSG00000089137.1	0
ENSMUSG00000089138.1	0
ENSMUSG00000089139.1	0
ENSMUSG00000089141.1	0
ENSMUSG00000089143.2	0
ENSMUSG00000089144.1	0
ENSMUSG00000089145.1	0
ENSMUSG00000089146.1	0
